text,label
siti atikoh unjung kantor tpd sumatera selatan atikoh kejut sandang tuna rungu simpatisan tuna rungu nasional atikoh kejut kaos warna merah tulis negara kejut atikoh ajar bahasa isyarat pdiperjuangan hutpdiperjuanganke kebenaranpastimenang satyamevajayate menangkanganjar nomorpilihanku,0
wajah pimpin lekang butuh wajahpemimpin,0
['marah ke pulau reklamasi don usik na e di pas ada bukti ng pengadilankalah'],1
kini bowo benerbener bawa inovasi bikin majuysncn tabrakprof,0
kandidat tuju banget katakata,0
jasa dedikasi bowo nkri tulus jaga hubung internasional,0
refleksi adil warga jabar,0
inisiatif dorong ledak kreativitas inovasi indonesiakuatindonesiamaju,0
acara keluarga coba mancing sepupu milu fan berat langsung kontan bego banget dukung kayak ruang pecah ketawa,0
cak sorot anggur manamana tkn sindir cak lupa menaker ida fauziyah pkb partai cak detikpemilu waktunyamilih,0
food estate h panen h rugi arif hidayat tkn kekeh bilang food estate hasil utara food estate kalteng pan h jagung h singkong proyek food estate kalteng kali serah buka lahan panen program nasional buka lahan hutan karet luas h buah hasil jokowi perintah menteri tani kelola tan tanam jagung singkong luas h polybag hasil food estate jagung singkong butuh petik hasil panen tunggu bertahuntahun dapat program tahan pangan luas lahan food estate kalteng luas h panen h kirakira persen lahan tanam panen h faktor sebab gagal panen hujan terusmenerus genang hama kurang nutrisi akibat tanam polybag angin kencang syukur hasil panen gagal nama tanda alam tiga tanggung food estate kalteng ganti tanggung jawab ganti gagal total kelola alas wajar gagal izin salah menteri alas menhan anggar program alas berubahubah terima anggar izin proyek food estate buka hutan luas h jalan hasil gagal total tanya pakai uang izin langgar eh izin terobos ilegal guna polybag tahan pangan jaga lestari alam tanam jagung singkong polybag tanam langsung tanah polybag bagus tanah langsung guna polybag rusak lingkung sulit urai bakar polusi udara singgung cak pakai botol plastik air kemas sedia panitia standar ganda nilai plastik lepas debat malam food estate jalan tan kalteng tanam polybag beli tanah polybag guna transportasi tenaga kerja awat tanam biaya program tahan pangan tani normal tani jagung singkong untung tani lokal hasil laba proyek food estate untung proyek food estate kalteng pasti program tanam jagung polybag kalteng butuh biaya buang polybag dihitunghitung kembali modal proyek food estate jalan tutup gagal menhan rugi,0
nama program keren juta huni pusing pikir rumahpilih,0
ayo warga kab semarang sabtu januari ramai pesta rakyat gratis ganjarmembangunekonomi caratselcaday rakyat apologize vietnam pegang the adams nikki haley asnawi videotron,0
zulhas bilang bansos jokowi pdip kubu laku politisasi temponasional,0
gambar semangat kolektif dukung jalan inspiratif wujud ubah positif,0
minus duga langgar ham berat proyek food estate gagal emotional management bagus skil problem solving kalah dengar diktator cawapresnya hasil praktik nepotisme tambah deh,0
program magang bumn langkah mantap santri prestasi kontribusi dunia kerja santribermutu,0
damping menandatangani kerja akademi sepak bola garudayaksa aspire academy qatar moga kerja peran tingkat kualitas bina main usia muda,0
['si dukung dan semangaaat ja bentar puncak di insya dan allah'],1
respons umpat matur nuwun,0
ketua tim kampanye daerah tkd sumbar rahmat saleh optimistis raih persen suara sumbar lumbung suara pilpres,0
selamat demokrasi tolak mahasiswa ui uin turun ajak masyarakat tolak langgar ham berat anak haram konstitusi kpubawaslukacungrezim kpubawaslukacungrezim,0
['o golput no pilih o hebat the mahfudlebihbaik or guru or aji lama juta'],1
cerdas desak kunjung gorontalo gorontalo masyarakat percontoan tani singkong hasil food estate aminajadulu aminajadulu,0
milu februari anis singkir lolos putar vs menang putar,0
penuh yakin masyarakat kuat panggil rakyat jadi simbol ubah diidamkanjnyi,0
['es oiya kara kak cek te pul'],1
ambil contoh kampiun hukum profesionalisme turun bawah ambisi kuasa sadar beda wilayah kerja hukum gerak level legal moralitas gerak level etika sifat filosofis jetika hukum moralitas tentang kandidat amoral tempuh pilih etis hilang sadar moral pribadi hilang hormat hukum untung jebak retorika dampak cabik hormat bangsa mata dunia persatuannasional tatap moral,0
tkn baris pasien kpk khofifah dana hibah airlangga ekspor sawit pltu zulhas tukar guling lahan hutan duga korupsi mirage lapor kpk duga kkn tppu pemakzulanjokowibergema pemakzulanjokowibergema,0
barusan obrol bareng teman gua dukung bilang jelek gubernur benar stop reklamasi pas gua reklamasi jakarta bukti pik menang,0
['pulau jaya jalan ka duluan ki lupa kota pulau jalan atur peng inklusif ki ekslusif ke pantai maju bin dipulauituskrg'],1
jogetjoget seru hadir programprogram bangun pemudaseperti program,0
komitmen kaya jaga kelola sebesarbesarnya makmur rakyat dekade,0
videotron bekas batal paksa kontrak bingannya rezim kroni halang halang pilpres sgl,0
cinta masyarakat magetan bangun jawa angka miskin turun jabat periode jokowi resign mbak nana cak duren samsul ipk dispatch pagi anggur tingkat tom lembong ganjarmahfudpilihanrakyat,0
['kampung aeange malaysia bukit kamoung malaysian tani jual kuala hasil riau palembang johor banget kuala jalan longsor malaysian truk truk pulang malaysia tani lama rugi mayoitas indonesia kampung yong pilih gakjadikasihan'],1
kerja apresiasi,0
bantu atas senjang gaji promosi perempuanganjarpranowopranowopilihanumat,0
dukung tulus warga jabar modal jabartetapuntuk berbuatbaik untukmasyarakat,0
tindak bukti pimpin peduli rakyat untukmelanjutkan buktinyata tiadahenti,0
ditakedown jakarta bekas videotron muncul surabaya medan gorontalo lawan intimidasi deserve better videotron hotlineparisamin,1
gelombang pasang migrasi tsunami silent majority sulit bendung gelegar tanggal februari juang darah anggap harkat martabat injak hina harga rawan sgp gigih dukung migrasi bisik wejang ulama panutan jasa harga teriak medsos kumpul debu kelar pilpres buang sera persatuannasional,0
['nrei do titip ng pikir ng gagas in program in tingkat and sdm unggul mata timur pa danatau para daerah para kepulauanterimakasih'],1
kali hasil pancing habis debat pidato ndasmu etikabis debat pidato doi tanahkemakan jebak lawan,0
tangan pilih pasang duo bangsa ajak arsitek ubah positifrjda tabrakprof,0
pilih simak selesai,0
program pimpin paham harga bahan pokok stabil rakyat pahamrakyatganjarpranowopilihanumat,0
bawa data asih dasar data bilang data salah bilang data salah wajar data urus singkat,0
dorong asuh anak daycare kerja janji cuti suami istri lahir detikpemilu waktunyamilih,0
bilang ragu menhan anggap kerja beli pesawat bekas tindak gegabah bowo i felt what you felt last night but stay calm and chil bowo gemoy,0
tim hukum bicara anggap sebar hoax masuk delik adu arti rugi sebar lapor dandim kapolres kajari pj bupati batu bara biar clear tangkap pagi buta,0
bansos kalender butuh rakyat kalender politik newsupdate update news text,0
sosok rifan ariansyah pemuda kuta timur viral komentar tembak nilai ancam,0
omonomon trending topik media sosialdebat malam menang bicara sesuai data fakta tuai sentimen negatif media sosial mudah emosi,0
tangguh cermin semangat juang masyarakat jabar padam jabartetapuntuk berbuatbaik untukmasyarakat,0
suara ajengan muda ciamis gemuruh bawa ubah nyata jabartetappakbowo darijabar untukindonesia,0
bawa asa riak nama kampanye sorong demokrasi,0
pimpin anggap milik berani hadap tantang sejahtera jabartetappakbowo darijabar untukindonesia,0
god bles plihan sante elektabilitas serta pilpres hasil paslon unggul survei,0
manfaat bangun jarul kereta kalimantan bangun ikn untuk gelintir asn jalurkeretaamin,0
aku jahat,0
gerlamata taja syukur deklarasi tani menang,0
sosok peduli program beasiswa benarbenar harap anakanak prajurit mandatganjarmahfud,0
solid dukung juang menangkanhatirakyat kitaselaluada untukpragibs,0
['islam teman komentar iqbal janji manis guy asli janji beda man bebas kritik man tagih ali janji addressing all this a exact religious statement'],1
kait buka data capai menteri tahan debat pilpres tiga kedodoran alias gagal tampil performa baik ganjarmahfudmnang,0
analisis drone emprit debat terima sentimen negatif besar,0
sabtu biru langit ceria ajang rawan satu suara cn menangseputaran,0
retas goyah bukti hasil mahufd jaga percaya publik gituamatmainnya epic rakyat stop ekspor nikel lurah pdip bu hesti papua tidur coblos,0
skor jelek aniesganjar dukung alir beritasatu news berita,0
acara dukung ramai lokasi kampanye,0
grace natalie tuding agresif serang debat cak serang,0
['pindah ikn first rezeki malaysia anak cucu mudah jakartabandung indonesian kabar gabung sumpek indonesia pulau indonesia jawa lihat indonesia kembang jakarta ikn new semangat kota lanjut bangun jaya terimakasih'],1
malam ambil untung tinggi tensi moga rakyat cerdas paham makna debat dua serang lembaga negara pribadi tendensius personal,0
alas pilih bijaksana tentu putus solusi dialogganjar,0
apit suara rakyat jabar penuh semangat cipta lingkung positif keliling jabartetapuntuk berbuatbaik untukmasyarakat,0
['owi orgnya erti di bkl ja panen ak cuan tak ikn turk tanah adek chong bilang tanah negara wkwk pilih malaya bangun wilayah kota perata hari wilayah capek indonesia dukung cuman alat mendingkepaslon'],1
rutinitas olahraga pagi jakarta eh tibatiba panwaslu kampanye jumpa bela warga emak bela,0
['o golput ya pilih bi hebat ki mahfudlebihbaik sri guru mata aji ma juta'],1
jnkbersamaganjarmahfud tunjuk dukung batas ikut,0
kuliah gratis dampak anak tinggal kota pelosok makan siang gratis sulit terap dalam internet gratis anakanak suka main game mager aktivitasfisik,1
dengar hati rakyat bawa adil ganjarkeadilan,0
deklarasi kaula muda nusantara dukung tempofoto,0
kubu kabar timsesnya duga koruptor capresnya langgar ham cawapresnya anak haram konstitusi pilih dukung dukung larang,0
janji juang sejahtera kemudi ojol detiknews indonesiakuatindonesiamaju diplomasiprogresif lanjut,0
inisiator gera penuh damai inisiator kubu jadi unlawful killing riding politik identitas pilkada jakarta takut kena dampak negative langsungtidak langsung supporternya belakang nyata nafi rekonsiliasi salah kelompok concern salah nyata mengexclude kelompok concern i stil really hope he wil addres this,0
closing statement acara kadin malam januari standing applause riah audiens calon piawai semua lapis forum resmi blusukan pasar debat forum internasional sholawatan santri aminajadulu,0
['o marah bin pulau e reklamasi bin usik e islam pas bukti pengadilankalah'],1
oktober serang brutal dana takut hilir,0
ribu advokat deklarasi dukung gedung balai kartini,0
budiman milik potensi negara pengaruh kawasan indopasifik indonesiasentris indonesiahijau lanjut anakmudaindonesiaemas,0
tentu pks gentar korporasi sumbang ekonomi ri dukung,0
jenderal karbitan orba cawapres karbitan orbong depan penting rakyat andrinof chaniago mentor politik jokowi rakabuming cawapres karbitan dugaankorupsikemenhan dugaankorupsikemenhan,0
percaya bilang hapus korupsi koalisi tersandra korupsi februari coblos selamat koruptor jerat hukum asalbukanprabowo,0
garda samudra laut aman sejahtera ganda sejahtera raih makmur lanjut dulujokowisekarangganjar coblos,0
alhamdulillah orasi politik dukung juang padang latar parkir gor h agus salim padang panas terik anjak insyaallah menang diskualifikasipaslon haveaniesday ami,0
semangat serap aspirasi masyarakat contoh konkret terap demokrasi responsif inklusif dulujokowisekarangganjar coblos,0
komitmen berantas korupsi akademisi rektor wajib mata kuliah anti korupsi universitas komitmen nyata mangkas suplai potensi koruptor bangku kuliah aminajadulu,0
cawapres bersamasama wujud mimpi nelayan tenggelam hutang nelayanmimpi,0
harga ikan izin duet tinggal diam langsung cari solusinyankja tabrakprof,0
kiyai pandang pasang pilih tantang banten banten,0
hebat coblos dulujokowisekarangganjar bukti politik formal panggung hiburana andikgdriv gp thvhoca bersih kuatkankpk,0
['to golput and pilih sir hebat na mahfudlebihbaik sir guru sahib aji sahib juta'],1
debat cipta tegang hidup demokrasi langkah debat hangat untukkepentinganpribadi omonomon retorika,0
program tani nelayan lansia siswa mahasiswa kerja kantor bahas program subsidi daycare kerja kantor langsung anggap elitis,0
['johor kampung aeange bukit tun kamoung masjid tani jual kota hasil riau palembang banget jalan longsor truk penang truk masjid pulang bin tani masjid rugi colony mayoitas village kampung pilih gakjadikasihan'],1
dedikasi inspirasi juang untukmelanjutkan buktinyata tiadahenti,0
ulama jabar deklarasi dukung imbau umat pilih pimpin curang milu,0
masyarakat terima money politics serang fajar coblos pilpres turut uang politis uang rakyat tempoquotes,0
laku pimpin rakyat momen haru saat bingkis lempar lempar mobil bingkis rakyat cinta aminajadulu,0
cawapres bantu nelayan temu jalan kredit macet nelayankeluar,0
bicara isu polarisasi raya imlek komunitas masyarakat tionghoa jakarta,0
bro lo pilih beda pilpres pilih janjiin laut jaya nelayan sejahtera asyik dehjnk,0
tonjol unggul calon rendah kandidat cipta suasana adil objektif kampanye damai bareng,0
['pindah dan ikn rezeki anak sa cucu te mudah da jakartabandung dan kabar gabung ke sumpek pulau sa jawa tay lihat kay kembang ikn tak semangat lanjut bangun terimakasih'],1
duet paket komplit sederhana peduli ayo pilih,0
calon nomor urut jadi kawasan timur titik kembang olahraga pilih pimpin bangsa milu sahabatganjar ganjarpranowo ganjarpresiden ganjaruntuksemua satset,0
pecat berani pecat bongkar lebih bayar kemenkeu sudirman said bongkar setya novanto jonan tolak kereta cepat sus ijin ekspor benih lobster war lord luhut,0
tani buruh nelayan guru dagang usaha apa profesi harap tenang negara biaya hidup murah ojo lali pilih nomor siji muhaimin aniespresiden,0
alhamdulillah bantul ijinnya lapang trirengga bantul dicabutdibatalkan sambut pimpin kualitas robbal aalamiin diskualifikasipaslon,0
airlangga senam gemoy lombok kuning ntb menang indonesiakuatindonesiamaju diplomasiprogresif lanjut,0
tertawa puas tum rawan aktivis turun tangan khoirul mujahid gera jadi politik praktis sukses sepakat rawan putus pindah haluan ubah nama jenderal muda debat tiga pilpres gelar minggu,0
bangun sinergi antarnegara asean cipta stabilitas gopolitik untung ganda sejahtera raih makmur lanjut dulujokowisekarangganjar coblos,0
tinggal ahy pilih cak isi kepala petinggi demokrat,0
respect hasil raih dukung nelayan visi misi negarawansejati,0
dwi tunggal sukarnohatta kenang nyata mahfudganjar bawa ubah,0
jum berkah syukur alhamdulillah dukung keluarga pondok pesantren cipari kabupaten garut jawa barat amanah harap langsung insyaalloh motivasi juang semangat amanah wujud ubah adil rata haru warga santri asatidz ponpes cipari kumpul dana sukarela juang hatur nuhun sadayana aminajadulu,0
nelayan jebak utang kelarkelar barengbareng buka pintu bebas nelayankebebasan,0
['big ditakedown 3 jakarta hi bekas videotron muncul surabaya bari medan bali gorontalo bali lawan bari intimidasi i deserve some better training videotron hotlineparisamin'],1
peran damai rusia ukraina kunjung kiev moskow pasca perang pecah lagak damai kubu seteru duga manfaat agenda negara penting pribadi pasca lobi hashim adik tender kirim gandum jagung ukraina,0
jogetjoget senang pemuda butuh programprogram solusi konkretseperti program pranowojnkao tabrakprof,0
bantah klaim data anggar alutsista rahasia negara temponasional,0
calon nomor urut luncur program ambisius lulus sekolah kerja rangka sumber daya manusia unggul sahabatganjar,0
sekjen pdip hasto kristiyanto aku heran adu nomor urut kait nyata debat tiga pilpres singgung ribu hektare lahan milik nomor urut,0
buka transparansi prinsip utama rakyat tata kelola perintah abbcb,0
mikir menteri pecat kerja buruk tuh innocent banget politic is not as innocent as pecat jelek persis kayak rakyat toktok banding tahan menhan,0
program ksejahtraan prajurit dulujokowisekarangganjar coblos,0
suka keliru nilai kampanye joged pilpres berkalikali publik sosok gagas bliau joged gimmick bliau standout banding kandidat pikir jogednya keliru,0
membludak pagi rabu januari temu puluh ribu simpatisan rawan bone makassar sulawesi selatan,0
lingkung keluarga kerja terang pilih kayak hipnotis blundernya pengaruh,0
hati pasu dukung lacak akun ujar benci jelek titik lokasi rumah,0
dih kayak kacang lupa kulit kali serang isu personal milik lahan montakadaetika simon tanpaetik,0
['peta e politik es lihat se prab cek de gub za jakartajadisuriah'],1
dukung videotron fandom humanies dukung dukung kirim food truck lokasi acara desak jakarta selatan pemilupedia newsupdate update news videonews,0
bangga dialog langsung warga ambon hadir acara desak sempat visi misi bangun kota ambon kelak rasa sejahtera tara jabat publik emban percaya undang rakyat komitmen usaha tepat janji politik tuju undang gagas langsung aminajadulu desakanies ambon,0
['umat malaysia islam brunei dukung bayang sultan islam tun tua pulau muslims tidore brunei malu malay utara muslim dukung kota kota malaysia ternate malay sekitarnyaamin'],1
dukung and sepenuh hati kodekita pilihprabowogibran bersamasama capai visi kodekita pilihprabowogibran,0
['and marah pulau ang reklamasi usik te e te pas bukti as pengadilankalah'],1
jusuf kalla pasang badan lapor sodor nama jokowi saksi biar ramai yaman dukung yaman,0
['[UNK] gblok 7 lihat 6 tuh pulau jalan reklamasi [UNK] jalan malaysia dipermasalahinanies'],1
['al oiya kay kak cek kay pul'],1
muka belah kanan kayak gerak moga sehat,0
dukung kelompok nelayan rembang sudaryono maju gubernur jawa gibranrakabuming gerindra darihati,0
bro lo pilih beda pilpres pilih janjiin laut jaya nelayan sejahtera asyik dehjnk,0
gila dukung cuman beda dukung politik doxxing data anak hubung pilpres seram banget orangorang kuasa tindak akun nama bawah,0
iara faeni terimakasih iara terima kasih banget ya mata pedih hebat coblos ganjarmahfudmnangdebat debatcapres,0
panggil sejarah hebat coblos pimpin ganjarmahfudmnangdebat,0
berani tekad panggung pasang emban tugas jnkganjarri,0
penguin catat aksi anti korupsi mantap dulujokowisekarangganjar coblos,0
direktur program nsn elektabilitas capai peluang menang putar pilpres sibuk sibuk mencaricari kesalahanya wajar survei rakyat tau jual,0
pasang cawapres fokus bikin regulasi hukum bikin investor mikir kali masuk jnd,0
prinsip abdi masyarakat jaga aman rusa sosial pimpin debatcapres ganjarmahfudmnangdebat gppmd,0
bukti komitmen beli alutsista usang siap sambut era sakti debatcapres coblos ganjarmahfudmnangdebat,0
['kampung bar aeange bukit kamoung pe tani jual hasil kota riau villages palembang banget village jalan jaya longsor truk truk pulang tani pas rugi mayoitas village kampung or pilih pas gakjadikasihan'],1
['tun pulau selangor jalan duluan masjid lupa sultan pulau atur raja inklusif ahmad ekslusif ahmad pantai masjid maju jalan dipulauituskrg'],1
bakar semangat kaderkader pdi juang blimbingsari banyuwangi menang partai pileg caprescawapres pilpres tari nafas gentar takut pdiperjuangan,0
hina rendah julur lidah rakyat didik cinta,0
rekam jejak gubernur rakyat jakarta tua anak anak yatimpemimpin teladan layak pimpin bangsa tetap aminajadulu,0
desak tabrak puji program bagus demokrasi turut program kreatif nyontek program desak paman tabrak konstitusi,0
be like uneguneg masyarakat didenger perintah takut kena u ite tinggal kabur pas demo,0
acara bangga kayak budaya kirabkebangsaan,0
hati tekad menang milu jelassama dukungantulus,0
rasa tinggal kaltim jakarta balikpapan samarinda kaltim luas bandara tempuh jam jalur kereta butuh sana ketimbang bangun ikn amintolakikn,0
['lang tiktok bilang jakarta ken bangun sultan kota jakarta dar provinsi mat akak'],1
dukung solusi tolol,0
agenda politik pekan fokus kampanye pulau jawa indonesiakuatindonesiamaju diplomasiprogresif lanjut,0
tempodotco semangat mnddukung mu hebat coblos ganjarmahfudmnangdebat debatcapres,0
acara desak samarinda kalimantan timur beli lahan ribu hektar lahan ramai acara desak kamis januari,0
['pulau sultan sebira city perhati zaman indonesia gubernur city mbak bali btw lokasi wisata rakyat jaya jakarta kapal island cepat jam darat jam chew bangun sea water beach osmosis teknologi ubah air air laut menjadiairminum'],1
dukung tuduh serang personal spil luas tanah debatcapres from this this,0
bukti nyata ayah satu gus ipul khofifah lawan politik pilgub jatim gandeng tangan wujud mimpi rakyat ayahbowogbran palingsejuk baik atas temu solusi tuntas problem bangsa bolehkokpindah milihtulusnya hatipakbowo prabowopersatuan adilmakmur,0
adek armando festival milu putar lolos dukung dukung pdip garis keras ketemu pks lho audiens respons gapapa,0
paslon dukung solid komunitas rawan dukung mantap dekade,0
selaras gam ciamis gerindra percaya moralitas jaga integritas jabartetappakbowo darijabar untukindonesia,0
takut sambut rakyat pakai kaos pakai kaos wiji tukul aktivis biar jokowi janji asalbukanprabowo kalahkancaprespenculik orangbaiktidakpilihpenculik lawandinastipolitik,0
survei bloomberg ekonom unggul,0
pimpin pasang ajak guru program edukatif inovatif maju,0
libat panelis debat hadir,0
bijak negeri cerdas kuat kapasitas nasional xd xd ganjarmahfud xd dulujokowisekarangganjar xd coblos,0
terangterangan suara lantang sikat koruptor pasang caprescawapres koruptor musuh berantas tuntas sahabatganjar satset pastilebihbaik,0
sosok getar jawa barat semangat jabartetapuntuk berbuatbaik untukmasyarakat,0
kerja negeri alih dukung pilih kubu sono langsung keluar hasil survey favorit kerja negeri prabowonya tka,0
fokus pakai peci putih jas warna hijau faried wedjedy pimpin ponpes ddi mongkoso sulawesi selatan tetes air mata henti acara selesai tulus,0
sila download video dukung pragib teriak bacot forum debat resmi sebar masif platform tiktok ig fb wag telegroup dl biar melek barbar dukung,0
['sa marah pulau ka reklamasi kara usik e ko pas ada bukti ke pengadilankalah'],1
latar program makan siang gratis program gagas brilian digadanggadang pimpin strategic mampu,0
patut acung jempol pionir rang jahat ganjarmahfudmnangdebat coblos,0
pilih level prajurit perhati sejahtera suruh tnipolri tahan nkri jaga aman bingung butuh dasar penuh,0
['ali golput char pilih ka hebat mir mahfudlebihbaik dar guru guru aji sahib juta'],1
['2 nrei tak titip ng pikir gagas week program ik tingkat lang sdm ang unggul dan timur sam danatau daerah pang kepulauanterimakasih'],1
['jalan gblok chan lihat ka tuh pulau kai reklamasi [UNK] jalan yang dipermasalahinanies'],1
kampanye hadir samarinda kaltim agenda kampanye jadwal unjung pasar gir jumpa rawan desak dah caffe samarinda moga panic sambut bendung aniespresiden,0
kali antar jokowi istana moga kali group band legendaris antar menang slank mnangkan,0
tanah bob hasan milik,0
hei maling koruptor kaum munafik antek asing gentar,0
